product_id,comment_id,comment  
1,0,bilerek 5 yıldız veriyorum yorumum öne çıkması pişirme kağıdından 4 paket sipariş vermeme sadece 1 paket gönderildi kargo poşetindeki etikette 4 paket yazıyor rencide görseldeki kahverengi değil beyaz satıcıdan 3 paketimizde gönderilmesini istedim göre iade edeceğim  
1,1,güzel  
1,2,yıldızlara aldanmayın görünmesi içindi özellikle sipariş ederken kontrol ettim kahverengi yazıyor beyaz olarak geldi kağıdı çok ince pakette düzleşerek geldi kullan at olduğundan iadeyle uğraşamıycam 👎 😒
1,3,ürün güzel paketlenmiş geldi ankara radon sati'cisinden satın aldım tek iyi paketleyen sarı olan satıcıdan de sert plastik kutusu geliyor xiaomi uyumlu beğendim  
1,4,üstte olan yıldız veriyorum kare istedim yuvarlak gelmiş ufacık şaka gibisiniz  
1,5,kahverengi kare gelmedi beyaz kare yuvarlak kahverengi geldi xiaomi airfrey kullanacağım  
1,6,xiaomi alt airfryer aldım çok güzel oldu kullanışlı ürün çok hızlı kargolandı  
1,7,güzel paketleme hızlı teslimat teşekkürler  
1,8,kare sipariş ettim yuvarlak göndermişsiniz  
1,9,beyaz kağıt göndermişler malzeme kalitesi çok kötü kalın ayrıca yerlerden düzgün kesilmediği birbirine yapışık para vermeye değmez  
1,10,gerkcekteb kare sekilde geldi çok ince komple yazlamama rağmen yapisiyor ayıklayana hiç kullanmamsa donuyor pek faydalı bur urun değil  
1,11,kare olanından sipariş verdim yuvarlak geldi yuvarlak istesem sipariş veririm satıcı çok dikkatsiz  
1,12,ürün fotoğrafıyla alakasız yuvarlak ürün geldi paketleme özensiz i̇adeyle uğraşmak istemedim muhtemelen satıcı kimsenin iadeyle uğraşmayacağını düşündüğü ürün gönderiyor  
1,13,ürün köşeli değil yuvarlak geldi hepsiburada taahhüt ettiği ürünü yollamayan firmalara kesinlikle yaptırımda bulunmalı  
1,14,beyaz geldi ürün zaman oraya beyaz fotoğraf koyunki göre alalım yanıltmaca  
1,15,ürün kalite olarak çok düşük tavsiye etmiyorum ürün et ve ürünlerde yapışma yapmakta önceki farklı markadan aldııgm airfryer altlını hız yapılma yapmamaktaydı  
1,16,6 litrelik airfry anca zemini kapattı beyaz kağıt geldi patates denedim güzelce yağlamış olmama yapıştı  
1,17,urun elime ulaşmadı şikayet talebi oluşturmama ulaştı gözüküyor  
1,18,berbat bi̇r ürün i̇landa gözüktüğü gi̇bi̇ kare deği̇l yuvarlak olanlardan geldi̇ pi̇şi̇rsem yapişiyor hi̇ç bi̇r i̇şe yaramiyor param boşa gi̇tti̇  
1,19,çok kullanışlı makina kirletmeden yemek yapabilir  
1,20,kahverengi geldi fiyatına göre iyi dayanıklı olanlar pahalı gerek yok yetiyor et kızarınca biraz yapışıyor onunda biraz yağlayarak çözdüm  
1,21,airfry aldım şaşırılmayacak şekilde airfry kullanıyorum biraz ufak ısıdan büzülen yapısı hayatta istediğimiz olmuyor  
1,22,airfrayer xx ürün çok küçük boy haberiniz olsun en ufak airfrayera anca olur yanlarıyla beraber bizimkinin sadece altını kapattı standart pişirme kapısının hazır katlanmış hali uygun cihaz mükemmel bu çözüm tavsiye ederim paketi açmasaydım iade edecektim  
1,23,ürün poşette geldi beyaz renk geldi görseldeki kahverengi gelmedi anlatıldığı kabında gelmedi çok ince kullanmadım umarım sorun çıkarmaz amacına hizmet eder boyutu biraz küçük geldi fri̇töz phi̇li̇ps ai̇rfryere  
1,24,milföy börek pişirmeye çalıştım ürünle alttaki hava akışını kapattığı üstü pişti altları pişmedi normalde çok güzel olurdu hava fritözü birşey serelim içine üründe değil sorun kendime kızdımçok güzel sprey yağ çözücüler alıp seferinde temizlemeye karar verdim  
1,25,ürün paket almıştım iki paket gönderilmiş yanlışlık oldu hediye mi oldu bilmiyorum hata varsa geri yollamak gerekiyor ulaşın lütfen  
1,26,kahve rengi yazıyor beyaz geliyor bence sorun yok fiyata piyasada yok yağı alta geçirmiyor kaliteli mi airfyer 35 tam uyumlu kova şeklini alıyor kağıt tavsiye ederim  
1,27,şekli bozulmadan zamanında gönderildiben küçük borcam kek kalıbım aldım  
1,28,ürün kullanışlı kullanmıştım bittiği aldım airfryerın haznesi biraz temiz kalıyor pişirme süresini etkilemiyor bence yağlı kağıt değil bunlar ltlik kullanıyorum satıcıya yuvarlak göndermeyin notu ilettiğim halde yuvarlak kesim göndermiş paket çok kötüydü kağıtları kırışık halde neyseki yırtılan olmamış derinliği gitmiş dümdüz olarak geldi satıcıdan almanızı tavsiye etmiyorum  
1,29,merhabalar rengi krem rengi geldi pek yağlı kağıtlar değil ince 40 tiye aldım fiyat performans ürünü uyguna alabılırdım kargoyalama zamanında yapıldı be güzeldi  
1,30,tamanlamiyla fiyasko bildiğimiz ince fırın kağıdı resimle alakasiyok kare sipariş ettim oval göndermiş satıcı  
1,31,umduğum çıkmadı gazete kağıdı  
1,32,kullanmış olduğum bir fay uygun görseldeki geldi sadece biraz ezilmiş elimle düzeltince sorun olmadı  
1,33,korunaklı gelmediği bükülmüş dışında kullanışlı  
1,34,ürün kargodan yamulmuş şekilde geldi kenarları uzun bekliyordum iş görür  
1,35,kağıtlar güzel görselde kare şeklinde olduğu almıştım yuvarlak geldideğiştirmek uğraşmayacağım  
