
0;0;0;contigo der susarım.2 yıldır oğlum kreşe gidiyor.her türlü suluğu kullandım ama contigodan daha sağlam suluk görmedim.büyüyüncede büyükler için olan contigo alırım.başka suluk alıp paranızı çöpe atmayınl;5;
0;0;0;3 yaşındaki oğluma bir ay önce almıştık bundan başka suluğu kullanmıyor artık. Üründen memnun kalınca ikinciyi almak için sipariş verdik. Ürün elimize ulaştı. Aldığımız ürünü daha kullanmadık ama görsel olarak ve kalite olarak çok iyi görünüyor. Bayağı kalın havalı naylona sarmışlar. Ürün elimize sağlam ulaştı.;5;
0;0;0;Gözüm kapalı aldığım bir marka ıkinci kullanımımız sıfır koku kesınlıkle çok çokk tavsıye;5;
0;0;0;1.5 yaşındaki oğlum 8 aylıktan itibaren pipetle sunulan kullanıyor. Küçük gelmeye başladı diye bu ürünü aldım. Çekim gücü kuvvetli fakat sıçratma yaşamadık çok şükür. Akıtma , koku yapmadı. Tek sorun anlamadığım bir hava kaçırma durumu yaşanıyor bazen su az feliyor ve hava sesi çıkıyor. . Bu konuda yardımcı olabilirseniz çok sevinirim.;5;
0;0;0;Bu markanın hem pipetli bu modelini hem pipetsiz modelini severek kullanıyoruz asla damlatma yapmıyor sağlam ve koku sorunu yok;5;
0;0;0;Biz çok beğendik ağızlığı silikon değil uzun süre kullanılabilir su akıtmıyor teşekkürler;5;
0;0;0;Harika bi ürün oğlumda bayıldı damlatma ve koku kesinlikle yapmıyor;5;
0;0;1;Ürün güzel ama küçük çocuklar çok iyi çekemez çünkü pipeti biraz genişçe. Su falan akıtmıyor ama yaşça bence 4 yaş ve üzeri çocuklar daha rahat eder;5;
0;0;0;Çok kaliteli bir ürün daha önce de almıştım kaybettik yine aynısını qldım. Çok hızlı geldi okula yetişti;5;
0;0;0;Su kaciriyor maalesef. Ama asla koku yapmıyor 👍;3;
0;0;0;contigo der susarım.2 yıldır oğlum kreşe gidiyor.her türlü suluğu kullandım ama contigodan daha sağlam suluk görmedim.büyüyüncede büyükler için olan contigo alırım.başka suluk alıp paranızı çöpe atmayınl;5;
