
0;0;1;Gercekten cok güzel;5;
0;0;0;İndirimde 950₺ ye aldım . İnfluencer hesapların çoğunda görmüştüm ve heves etmiştim . Beğendim hissiyatı güzel . Model olarak kırışık gibi zaten o yüzden ütülemeye gerek kalmıyor . Aldığımda yastık yüzünde küçük birkaç leke vardı . Bir tur 30 derecede hepsini yıkadım ama leke çıkmadı . Sonra elimde biraz lekeyi çitileyip sadece yastık yüzünü 40 derecede yıkadım ( talimatlarda 40 derece uygun diyor ) fakat rengi yıkanan diğer parçalara göre bir ton koyu oldu . 🤷🏼‍♀️ Umarım bir dahaki sefere hepsini aynı derecede yıkayınca renkler eşitlenir . 🥲 (sağdaki yastık 40 ta yıkanan );4;
0;0;0;Bayıldım kumasina çok güzel;5;
0;0;0;Ceyizim için aldım kumaşı kaliteli  çok güzel  😍;5;
0;0;0;İş yerime sipariş verdim 5 kişi inceledik gelince herkes merak ediyordu 😄 kumaşı yumuşacık dokununca ama keten de var gibi içinde. Görüntü olarak çok çok güzel zaten. Teşekkürler;5;
0;0;0;Bayıldım çok güzel bekledigimden çok iyi geldi ceyizim için almıştım bayıldım;5;
0;0;0;O kadar güzel bir parça ki çok beğenerek aldım çeyizime . Çok severek kullanacağım;5;
0;0;0;Çok beğendim hatta bayıldım Kargo hızlı ve sorunsuz geldi Alın aldırın derim;5;
0;0;0;Çok güzel ve kaliteli yıkadım solma vs olmadı;5;
2;2;0;Rengini, yenini, dokusunu sevdim. Tavsiye ederim. Fiyatı biraz daha uygun olabilir.;5;
0;0;0;Model olarak beğendim fakat lekeli geldi iadeye uğraşmak istemediğim için kalacak inşallah lekesi çıkar;3;
0;0;0;Yeri, rengi , kendisi her şeyiyle mükemmel. Kesinlikle tavsiye ederim.;5;
0;0;0;Çok istedim indirimde buldum iyiki rengi dokusu çok güzel;5;
0;0;0;Tek kelimeyle harika bir ürün gönül rahatlığıyla kalabilirsiniz.Ozellikle pamuk dokusu sizi geçmişe herseyin pamuk dokuma olduğu doğal günlere götürüyor. Çok beğendim bundan sonra bu markayla devam edeceğim.;5;
0;0;0;Çeyizim için aldım çok güzel kumaşı var denemek için annemin yatağına serdim bayıldım;5;
0;0;0;mayfabri.co nun önerisi ile aldım gerçekten kalitesi dokusu muazzam;5;
0;0;0;Ürün 1 gün içinde elime ulaştı paketlenmesi güzel, ve iyi ki almışım kumaşı çok iyi;5;
0;0;0;Harika bayıldım, hep bu nevresimimi kullanmak istiyorum. Yumuşacık ve rengi harika🧡;5;
0;0;0;Ben henüz kullanmaya başlamadım fakat arkadaşımda aynı modeli kullanıyormuş çok memnun olduğunu kumaşının çok iyi olduğunu belirtti;5;
0;0;0;Kalitesi gerçekten çok güzel paketleme ve hızlı kargo için teşekkürler sadece görseldeki rengiden biraz daha koyu rengi;5;
0;0;0;750₺ aldm ,geldiği gibi serdim ,çok guzell . Düğmeleri yıkanınca sıkıntı olur mu acaba ,merak ediyorum;5;
0;0;0;İlk defa bu markadan nevresim aldım,bayıldım gerçekten çok kaliteli;5;
0;0;0;Bu markadan aldığım 2. ürün çok güzeller çeyizim için aldım;5;
0;0;0;çok güzel kaliteli çeyiz için aldim;5;
0;0;0;Pamuklu güzel bir kumaşı var tereddüt etmeden alınabilecek bir nevresim takımı;5;
0;0;0;Tam olarak görseldeki gibi rengi çok hoş çok hızlı elime ulaştı teşekkürler 🤩;5;
0;0;0;Bayılarak aldım çok sevdim;5;
0;0;0;güzel çok beğendim;5;
0;0;0;Kesinlikle bayıldım çok güzel;5;
0;0;0;Dokusu çok güzel. Pamuk keten çok kullanışlı;5;
0;0;0;Çok güzel bayıldım;5;
0;0;0;Aradığım takımı buldum sonunda harika bayıldım;5;
