product_id,sentiment_category
1,0.3645833333333333
2,0.336734693877551
3,0.5204081632653061
4,0.4444444444444444
5,0.26804123711340205
6,0.46464646464646464
7,0.4020618556701031
8,0.3488372093023256
9,0.42857142857142855
10,0.5
11,0.5463917525773195
12,0.5425531914893617
13,0.43617021276595747
14,0.4574468085106383
15,0.5806451612903226
16,0.422680412371134
17,0.35714285714285715
18,0.5208333333333334
19,0.5053763440860215
20,0.4148936170212766
21,0.41304347826086957
22,0.34408602150537637
23,0.32941176470588235
24,0.2903225806451613
25,0.5294117647058824
26,0.34375
27,0.47474747474747475
28,0.44329896907216493
29,0.43529411764705883
30,0.5368421052631579
31,0.41379310344827586
32,0.3434343434343434
33,0.4235294117647059
34,0.494949494949495
35,0.44680851063829785
36,0.3723404255319149
37,0.37755102040816324
38,0.3402061855670103
39,0.38144329896907214
40,0.5263157894736842
41,0.31958762886597936
42,0.35714285714285715
43,0.3125
44,0.3917525773195876
45,0.3723404255319149
46,0.4166666666666667
47,0.3225806451612903
48,0.41935483870967744
49,0.48
50,0.38095238095238093
